colName_FirstName|colName_GEN|colName_MARITALSTATUS|colName_EA|colName_COUNTRY|colName_USPHN|colName_SSN|colName_PAN|colName_NIF|colName_I|colName_INSEE|colName_NINO
nedeljko|Male|Widowed|9@[711.78.7.83]|Equatorial Guinea|(398)356. 3897|340 59 6219|<<<<1KRKD7VRC9162911D49853132M<4<A68H<S47F03|-1419047-V|1709669225.16444|741017896760778|EH 61 46 92
rael|M|Divorced|UMa@WOD1b-.q39.4Hn.U.Ipu|Южная Осетия|1-(361)  0660112|277 51 0934|Z57<N<ZF39TOA4348452O6292429<9U<RIQ<<<<B9<96|-7166111A|NqlktdqxrHkzo821|180110679030077|ES 83 42 70 C
phông|F|Divorced|"_"@5x3x1v.oK|Morocco|(472)  1069566X5|044 34 0078|<93<J1Y<92VEA0418676R6413146<L<P39WGB<4Q7724|-7510267N|8212262137.97882|767111473223068|WY 83 77 21 B
blondell|M|Married|__@[1.535.42.32]|Botsuana|741 / 4469989|647 55 4383|UO9F9<<4<0GZY2072132C0404350<S0034<7<<<<2X98|-7091259-H|3907630303.81445|208120441212805|EG 82 13 63
ermerinda|F|Civil Partner|T8_@QRb3.j-M8-eaXr-zv---q.-9I.Ax|香港|083. 423  4424|189 23 3007|C8C6<<9Z82NJE9482059J5878144<N59<<DS5<<5U202|X 9998729E|GdbjgfrffQddx464|710116669070313|ZY 10 55 06 D
galeas|M|Widowed|"DG5._.fbtYF"@WD75B-1L-iRvx44.f.-oy0-4Qq-J88mg--.D-.vyin|Indien|0661406846|770 85 4557|<R0I<<07F0LWW5505755Y16414578<<<A<S<<2<1S<47| 3191027K|DpvuxpyubAiqu312|783000959288572|LP 99 44 38 C
ellesmere|M|Single|_6@[596.792.1.150]|Congo-Brazzaville|1(768)700 -5686|756 81 6371|8Q<7<<0534BGJ2150220B35871468GEZ0Q5YR<33L957|X-2286311 Y|WxwyxigupSusf609|761128512642256|CH 91 95 22 B
nagyatad|F|Married|__x@N9D9-yO-m-0-NV39.k-.pU.8MKBV-.sX|科索沃|053/ 979/9179X.8|361 37 8380|<2<6<P0D36HLX6386275Z9146657O<9<16FW<1<D1<39| 3746298Q|HqiwhyfmqKktq544|198119356852778|GH 89 40 79 D
millett|Female|Surviving Civil Partner|"2S"@-7Q-JoJ.-.6SR-2gUwc.O.OZ|斯里蘭卡|+1(507).379.0498|766 39 9497|T<33733CV3EMJ8648832C97370200T<3<9D5<C7S8J58|-5999011 E|EfdtupnshQhkb205|851004226158070|ZM 29 77 72 A
maribel|F|Separated|7h@A--L.gi|Bosnien und Herzegowina|013124  7534|201 79 4283|<<LOI3J<63ZLT2383020J120012775<3<1V8<<4<6845| 8357199-G|HdkzfnrnmVvkv301|719120860380573|NE 66 98 32
emine|F|Divorced|_u.2@83gJ6-.----8J-162-KZ4t-.2-8R---7-w7f0u.rB|Eslovaquia|1580/466 1998X58|024 21 6409|1F2KZ<0<F8OWN3317400D8346927MS<<<Q668<N2IK26|7627618R|JplmkdthcMfpa538|863015815753894|AP 03 09 29
buck|Male|Single|2P_@W-7-9yE.Mb.m-.RT|Коморы|096  3941646|479 07 9577|4<P11LS7D3PEU4108981W597116812<08K83S2<<KF47|5273037G|HywxpixnaQunj509|120120679704967|SW 92 40 20
tra|M|Surviving Civil Partner|_fGd@[98.26.6.0]|Grenade|464/ 763. 7007|529 35 6434|<TK<JR<5E8YED1549981Q5367893B5<2896<<Y<9<<69| 7522004 A|DgmcdsctyXguz025|742030223588332|CA 63 15 03 D
christof|F|Divorced|"U_7Ld.X"@L.-N8z-0aM3pq.--g5hfmsbP.5.dq|Denmark|(871)8039240|720 27 6342|35<8K<80<8HNA8723582I3450897F<<3K8<<JOZ<N<74|3192986T|71UdcxlfxPxfvLuw7k1|712020353004543|XS 29 80 59
cherubino|F|Civil Partner|_FEz4d@[361.383.0.5]|Südafrika|1(332)0469801X 7|703 87 0598|7<<<3G3<E6JMB4651105M1385745EA<2<3<403<8G914| 8446414 Q|BqjzcohxwTbgy420|874121272248581|XE 85 44 92 B
valeriya|F|Single|S@-0886iM-W5lSFfTq.27.-9--I.1.BFz|多米尼克|2779101418exT.52|261 90 2651|2<<2667E<6DUR6671240O4364771<4LKD<7Y52<8<408|-9896243-D|TgfeeqiunNpqc086|119111877169705|EE 81 01 58 D
zara|M|Widowed|a_E_._@[3.224.875.8]|百慕大|1 .(418) 7600096|319 73 1006|8T<<615<58ASY9802263Q6619652N<<4<RI8<4<KQ<12|9270107T|JtqnvrbmzQgyg691|789020104674259|AL 03 68 60
opeta|Female|Divorced|F_.b68@[6.307.7.9]|奥地利|(964).2011060|772 83 0486|9JI45S9RL5FTQ6615693Y9876439MATV9<3PS<3OHN10|5093756 Z|2zpcrbOld142laoup|738029227048144|EJ 87 17 70 B
bhajju|Female|Surviving Civil Partner|___TGi.5TZXw.o_V@G.e3.wH|Остров Рождества|(926)  873. 6063|771 23 4817|<<ZJ4<K0P2EJZ8113726N338170743O5<V<<AOFB3117|-5853589N|20JnjfClUsolp2jrAu|825097564871012|TN 94 31 66 D
iraida|Male|Separated|K__@3B---.--hl.YFt.ri|Панама|063.7598835|771 19 0284|T<<1E41<64LOP6502756G2358261<4770<8<<<<<ZW73|6652115Y|88GdofIhDjrtz1zfIu|878029734283739|SR 41 15 94
deans|Male|Widowed|_@Twt2swht.--R-s-6htxiZ.E-.2Q.Kt|Барбадос|(257)  513.8610|709 85 1001|5<3D6<<QZ8LWS2734250T62802147Q5<7C<B7K<E5C63|-4204175R|DoswqrefrFtul051|790082212155496|EE 06 76 69
melun|F|Widowed|"9r086_u8.ZY9J_Dp8.D0"@l329R--rvD84c.M.-.ja|Индия|1(096)227 0251X4|770 11 7022|86225A8<<5FJB0498768M45027245<T<O39<<<<<G<84|-2273192-W|HphfhjjzvWxxc343|779071320037529|OH 43 29 97
glory|Female|Civil Partner|_.D_1_R@8y7.X6MtvCm.X1-bet.---.dH|Tailandia|670- 282 -0176|109 92 9630|3V00<5<<<3TKY1898319G6140462Z<6<97U<XN093<89|X 7980274-W|VgtgcxzpdPkcx187|260129133135824|ZE 06 60 91 D
anfilogino|Female|Single|F__@-9.NNe|Antigua und Barbuda|(196)/395/ 9052|039 38 4541|<ASYULG<A2ROH3693297E33566466<538<<7S4<H<<98|9215677-W|XcuwfytawPhdp723|749122A48783411|ER 11 73 24 B
euclides|M|Married|5.U.L@4Hfc.W6.--InvEU8-J-7.03.BGeHz|Arménie|162. 4611323|771 74 4029|<70<2<<X<5PRZ2055161F63916964<6<<1C<N<C<<<94|3397036P|61FyfvHkTsjll3rxUo|202120693624228|GG 70 20 55
vlajko|F|Married|"e"@dIg1.vo|聖多美和普林西比|1.(117) .9177040|451 91 7358|<9F<LN<L<3PXS4283699J73476425945<UTFCI<<P124|6959124A|RbqnksnopMnuu347|146052727333763|PN 94 75 03 B
tedros|Female|Civil Partner|ns.__.5Y.W7J2_pm@-.7k4-.--q-.IV|Belice|071. 9705830|395 55 2393|F<H893<M58KLB0903054Q1171792V<<T<OZVJN4<<L42|X-6761657-G|AloljprabSabs828|271119749807017|SC 82 99 65 C
bouziane|Male|Separated|__K___@3a.vV-5s.8.ZQ|Armenien|(113) /375  4187|772 19 4968|U8V27<<<48EEG8615410H4740274EZ60A5JQ<VA6<405|X-4464435E|BhbgvvnleEvpb728|146129743931421|GX 57 61 53 B
janyce|M|Divorced|W@--Q.-d.tC7---H-N3.--E.sc|Тонга|(458)- 748 -3641|545 56 2570|<<6<<<<2<1UVS4744965K48175543<<Z<<<<G<XC9O87|-1604789L|HynbtggvzKjyk094|169119714331101|SG 25 53 65
roksolana|F|Widowed|__2@Z-4--nN4r9YMq.-e-C-.--.4.CoZOkx|南非|+1 -(756)7211892|748 79 7580|<573<93694AUD1159518H3604214R<85D<A<<<0MAE66| 9923521Z|YcbltlnaqOgxw183|774081224421332|NE 00 17 26 C
fauzia|Female|Widowed|_@-4NI-J-.-g-B.aj.S9pk4-28-.tt|格瑞那達|551 6541123|772 73 5608|<<O<5<6VQ1RKP0095913O38514523Q165X<8<62<N<48|-5383045-S|84DowobcmXeonQcf0d0|114118787066112|ZP 78 53 05 D
oldřich|Female|Widowed|79@E--9d5hxl2.B9.6m-Foc1hcA.3---I.cG|Martinique|+1.503 753-8127|724 63 0744|83Z<<U<AP9MRL6423794S51451302<U<67<<K2<<<K35|0537079P|45SetlXyLxpby8pqAu|703122437843477|AA 31 63 63 D
skeets|F|Divorced|5g._g@BW-1-.--nNjU-et94K.--.-.SpFhE|Zambia|(409) / 774 4533|713 03 3808|0<<5<Q7D54XED4840673N990823295HS<Q<<<H<64345|8002683M|NcwmgqqviKpwt815|728108571954227|SH 65 75 02 A
semé|F|Single|_u@[97.54.2.8]|US|1 888  0632020|732 93 0240|<<<9<<<ZU2KQR2127255F4597378K<M07T<<45O<<863|X-2511534Z|PssgnluduVlnb133|733043992186871|NP 64 84 01
leândro|Female|Civil Partner|70cT.NK._._X.l0w5_Rf5@-9C9-K293gnLH7.R-3-.lOd|Исландия|968. 646  9594|089 21 9513|035<P<S829NFP7302604L8448029NF4<3U3PG<P4<449|X 8062656Q|FfqdvwtjpHnfm551|252010992080155|GP 39 94 69 B
tejlal|F|Divorced|"67h_ycO_"@[2.137.1.5]|美属萨摩亚|+1 .(198)5288848|772 52 3900|12A8<<5BK4NVN8744376W8320050ZU6<XH<<9XL43<46|X-0045975S|AxgkmjmfgGzxb586|809072863890207|HW 92 82 72 A
zephirin|M|Civil Partner|"_3_.Y_.DD.9DD__7"@52.--iS1o.6-e9-nD9C.P-SR.ISSQb|Korea, South|+1(216)  7900167|756 44 4468|0<<<4<RNM4YQZ8466649C83438361<<CO<1<S6L<<U91|X-6298570Y|AkmpnbiueEidb652|805114033659991|SA 45 66 96
petronio|F|Surviving Civil Partner|_@3SU8u-8.9--b-7-J--Uo294-.2.W.ajl|Turquía|(597). 7753256x6|015 84 3622|812ZNN80E6XTU0499166X62356600<<JQ<<<XH<4<401|-1280843A|AlvfogrtzOnlh864|874091361034415|XT 77 74 20 B
gerbrandt|Female|Civil Partner|"14"@---pa.M5qA.rA|Бразилия|+1633 9800294|411 29 2560|1<VM02HK41OYF6177222G5481246H<69<<86<<49<L27|X 9277586X|AdkrehtiaRixe401|708122A28841963|WP 22 85 03
jeyow|Male|Surviving Civil Partner|"_j_P__"@pki.h-.0L9Z.-1-l0-.Bw|Ukraine |880070.8724Ext.4|466 41 4786|P5<143<1X3ZEY8699384I08448922O<<S84OA538VV54|2612908-S|YozyvtnvtLhvy624|829110472848872|AX 36 86 90 B
eiki|F|Married|s_9__.p@Q.Y.s--0.Zu|Seychelles|638  956/ 3227|725 04 8943|<<<8B<<N<2OVR4327039Q97471587BC7Q<9F6C<0<633| 0988058S|47ZoqduvbMblzUes6y1|176111150665954|RP 06 01 71 D
lodoiska|M|Divorced|"__C"@S.T--.---.H46.Vp|Eslovenia|(387)/273 . 9897|677 02 8407|<<8<7<<<<9DTG2782216N3722673<14H<2<<5S30<984|8072981W|JomoxwtpwYcvq269|136100614390570|RS 20 62 22 D
kian|Female|Surviving Civil Partner|5uxH.__@-S.-05.AS|Rumänien|+1515 5912331|772 90 2073|Q<Y2Z8A3<4HCA8005698D3888315<E7<<<85<<<N1L07| 4430023Z|4855455872.74075|203100309809397|YE 00 11 64 C
yasin|Female|Divorced|"9._4._.M_"@BL-1C5aW-6-.-oA--.Jn|Узбекистан|155  5386182|431 24 9711|FR60Z53<<3WDL9153337W6282349<<<Z4<<1<<6N1157|-9962107L|HbbmsybngYdxa393|837090561855739|JH 40 38 88 B
weldin|M|Civil Partner|K@MR4--mu.xT|Saint-Siège|948821  6189X. 1|325 17 9804|54J<<09K<4VUJ3561591E87830752I7<E<VF7J<R4209|7752662X|NlxzppexyOlqz380|158082251188125|RT 52 70 16 B
dinel|M|Separated|_@po-Dgl6i-.wWC4Fz2bM--jz1--.e-C0-V-n56p-.r3-4r.Lw|Feroe, Islas|070/459/ 5688|772 35 8475|9<<<<89E39MLM8047181N2249306<P428<A4<17<WI41|5121715Q|GptepyqsbVjan238|775111959386173|YY 77 35 18 C
issaga|Male|Separated|g_@-mw-.8-o1FkD-28gM.-.6V-Q.DwiYq|Южный Судан|(377)- 2463028X8|392 17 6902|35<WNKF<L3JBV6017098T9443246C6BG<<<<H2<O4662|7663488S|IaqhpniykSdrs083|281054475196936|EC 07 89 12
hagberg|M|Married|"_9.R"@t2ZB-o0iU--Y-4.-.L-1UN.M05-m--.sITVtS|Lettland|+1578457. 1781|771 56 2848|<3<<70KH53CIP3374300L21458171US8E<XO<88<<<96|X-9006295 T|LkvbajklvSykh303|757014736078821|AG 15 60 76 D
kashyap|Male|Married|"e__TM"@J2l--.r.-t0-.AO|West Bank|046/ 8599509ext4|770 62 7726|<7BYKQ6<F8NEG2615402V3546645<<6<<<<H<<<7<X67| 0036212X|KhprfprteGskj779|874069742463776|GL 51 22 63
meriem|M|Surviving Civil Partner|65@iGbYf-.jq-S-Z24---.---A65-yv3mEr20.0Ka-20H.MnEH|Австрия|0837687705 eXT6|585 03 1168|T<6JM9<PE5EDI5777444H9376654K46324<<5Y1K1<36|-3185486X|93BsugtnjFxhxEtz2k8|735030882052296|AP 86 09 82 B
aidas|M|Married|C8a.jh@Cyy8Md2-M-25-N5-.Bn|Pays-Bas|(504)  655 0856 |076 96 4838|1053<I<8<8FZR1756366A2725379<Q7<<B62W<<Q<L85|9433967L|4729878985.61073|158031270057589|GP 24 95 92 D
aude|F|Single|_89Ex4_x.1c5D5Gt.Z@[8.39.9.0]|Mozambique|1 (436) .3279875|744 82 2254|<<7J<H2849PDT3853949A955884447<0LZ<W0<8L<838|0967729 W|AquqoxeftMatm025|160122223844779|GP 23 85 10
magnolia|F|Civil Partner|"8h_F"@3A7--oVW4.j27-6.-.-0.Qll|ÉAU|087 .463/0343|064 37 2712|2F<<<M<NP7EBC4898334U8032548<2<0<<<Z529<4<83|8311898Q|QvtnqrqvwFrnm139|817044421086284|ZS 60 83 27 A
krishna|M|Separated|y6.ab@BTBW-1r.6rg7---D6.dk|Croatia|226  5338538|222 28 1198|<1X29O<9<0IPV6235519Y66298448T<96W9<N387TY93|-6381824C|ZohjtypmqCkol660|875058010116064|JC 46 24 26 C
jbe|Male|Widowed|5_.U.p._j.L_@b0.----.pq1BG-C-0-hl0.YE|Hungary|536. 548/ 7562X5|730 37 5789|I<1439<BJ3ULD9916898G617796923F5MC7<P3O28P07| 2754595-W|JtvgbsndaHqar365|168070706065206|EY 59 05 72 B
bold|M|Married|_Skk7_@14Pl9-W-.94-1-5vHo-6g-I30.B.-o04-.aVGGyi|Osetia del Sur|(630)391 -0267|721 72 0403|7<<<I<1V38MVW0663658E0877334<<<M29<398<Z4022|-6846814P|MxfuzubaaYksh531|187050884665670|TP 08 17 91 D
cook|M|Married|m_J.998@9afa8.fH|Reino de Suecia|174. 993 -5326x4|151 52 4388|3<9<X6IP<8FZE9959759X5658017<<87A<3<<ZV1Z<77|X-1756104 S|74CnufllkZpjsXsu0k0|109061612010725|BC 04 91 47 D
faramita|Female|Widowed|Z_@[427.0.3.74]|宏都拉斯|(774) 005 9334|498 60 5948|<<NFZ<DLV5AEP7575090Y8193499Z6929C9<<Z<Q<<23|X-6919791-S|0323292168.88322|232060955099293|EW 96 73 54
deneen|M|Divorced|"_2Y.O_.o"@---84-h3.-90.20oT-.-8ce.ovaQ|Islande|595887-0819 X. 9|070 48 5297|0OG8U1Y6I5KBH8696922R14178903<V7<2F10<8<V<93|4580542H|RfympmqqbTvjc619|176092B41886932|HN 67 55 19 A
sitiveni|M|Separated|sA.6_u.1T@-Gtz.M-.6j-gk-.n-Pt-1.jX|Багамские Острова|1/(304)-454 6313|427 77 3180|Q5<U<<5<<1XEC4509916C65013588NZQ94<<K<2<<062|X-6653304P|CrcgntwfuQztq635|884125627639143|EH 84 99 86 B
cyprian|Female|Civil Partner|q@jUH--wQ--mJ-.MY-i--gM4-ahr-a5.8-18-6.W-h2qs.OyE|Éthiopie|(442)/2699830|770 92 3354|SK<2T<X<<6ZIC4459388D25896641<D<<3<<<YC<D156| 4113594W|53XrgmDcXxono2ljCx|257110129975148|EE 27 98 74 A
tokujirō|Male|Surviving Civil Partner|"_D_40Mu"@--E--68r1u.W-.X.--bTD.yZ|Гренада|099 473.8058X 1|580 15 4518|<B<2N8<<<8UQE3016084I01140566Q2<<0F<<<R8M<06|X-7969059-Q|CyzaetugxOuxj914|246041534742847|YP 31 76 64 C
addo|Female|Separated|_njRn@3.T.2.--5oL-l2Sn.jYcZ|Камбоджа|1 595. 328 .2420|770 05 6926|P<<5<D33<7KHO1144573F4243508<W<7<31RYR<6<314| 1431855L|DeilufzkaFisa810|240070877949861|RJ 12 75 43 B
weiltingen|F|Separated|5.3I.z_6x_._.t@8-QG.-2N-XF0.PL|美屬維爾京群島|1 128663 5148|164 48 7793|X<K9<V<H<6SUM1556799H7897703<<48P7<<6R<<5<33| 2084124Y|5177368848.66082|745041541616378|CK 05 34 83 A
xinzhan|F|Surviving Civil Partner|"_"@-0Q.BK-l.3--.-70--M.GIO|马恩岛|(598)  2730905x9|757 64 7850|J1RMH03552YIM0751667J5722248X<24<3T<4<1<P379|X 4316660M|WbkxfylhwDwbp950|707100247368261|TL 83 32 19
bhisham|Female|Divorced|_@[793.042.8.3]|Weißrussland|384. 962  4709|771 54 4815|<XUK<K<C<9MXZ3731391D2269102<E6F5<<<<WAH<Q58|0227793-Z|6231262161.59162|261112861488713|GE 88 82 63 A
yiyi|Female|Married|V@ntEZu-R--2-.-Y.-d-G--x-.g.FZ|Federated States of Micronesia|363  730/5966x 4|351 90 7963|<68<<E<TT6MEV1496541X8597328<<R<<Q<8U47<2663|-9552714B|05WytrViPxwfi7yhZh|293129720095229|SE 96 88 62 D
lide|Female|Separated|"8i1_9__.H.XF97__O0.d"@T.u-1.-nT-09XjD2cn-V-3.a-7GJf.Xo|伊拉克|(983)292/ 7433|770 30 0584|1<623<<<<6UVJ3364459V4529748<<T27EJN<<R8T<24| 9288687R|QgnzebizfLlxy103|878082B21257627|MT 84 69 67
tathoi|F|Surviving Civil Partner|649._0S@n.2---.4630xj.-3-88-htR.cvT|Чили|279 -898/1738x.7|675 25 5268|U5<8ZCE4F6SGZ3916841D48444937E50U0<D<8K04380|8756287Q|JhiltqkccAnpd745|843109211266073|RR 38 81 86 A
fior|Male|Married|E@Vh-7w-.s4r-9.8-S-8Fc-bl63.Q.YYXBpn|Hongrie|582. 0531617eXT0|606 36 7487|02328Z<5N2WOC7565321I7224626M<3332N0IIX6<<72| 4349300W|RbdeqeajbPqlf416|709110853073591|MG 83 38 97 C
ryŏ|F|Widowed|t@[05.49.06.4]|Malediven|+1.(419)-3382061|772 27 6002|<<8S<H<4<7MCR5752880P4548076<<A<M<8<<32<K551|-4713947R|1cfwztXtk777spyow|721102B38147666|SP 93 39 38 A
ndeh|Male|Single|"68._24"@n.F.I-ZY-377-.c-.ReIyW|Rwanda|1/(713)125-3085|428 95 2534|H091<10BN8UEO0554782J0656799<<8I5<9Z<8719<35|-5724203K|AkhzexivyJbtl559|152032A34172349|GB 90 87 89
odo|Male|Single|u@E.I.-77jOmL.-PBc.FeS|Northern Mariana Islands|1/(751)-545 3585|772 51 3116|9<8<8<OAI3LEN8196992S788508988<GNPT0<WZV1983|X-2815373-T|GjfvekprvUynh175|157101816037595|BH 05 65 05 A
rendall|Female|Surviving Civil Partner|w.L@-I-.97---E1G.-uz.m8-z-r---73.jF|Panama|1(793)236 . 9942|629 19 4931|<<79<Q2<<2VBS9065380Y2743718T<<<D7<658G84U96|X 1968185-Z|ScchcoizkVwia456|713011556607497|GY 94 30 44 C
surick|M|Surviving Civil Partner|"XF.8C.QJ.05"@aoGV-.0.Y4.U.risjco|马绍尔群岛|(870) 429 -5704|572 85 0596|<<6S<<3476NDT6906491Y1659590714K77F2<<H<<406|-2107971R|59EcpmkmgYcdnNma0f7|702111612702619|TR 95 78 71 A
neisa|F|Single|_5zC1_@M---V88.-z--YM-Vfr.---y53z2.-e.SseZ|Brunei Darussalam|(315)-5174718|770 80 7843|<NK<F0A<<5EKQ5349190G17573799UCZM<<8<9OS<076|4102976D|NtskpgjolOivv304|734112854394851|WK 25 55 37 D
kumiko|M|Single|25.L2W___U2@[2.39.354.8]|苏丹|(162)186- 4372|767 68 2959|<<V<<69E31JHS4804751M820299727<<YB4<8S<1TC20| 9679142-L|OijoccbhpHyfo579|779112323420936|EA 30 57 71 B
motsoko|Female|Single|"kl_._k"@B.76-QC4---.JI.E-vK8-LmKGJc-6--.xMBg|Уоллис и Футуна|200  1573910x85|745 82 9863|<<29<U<Z<1TOP8875801T6144738<0<<<<Q<<VT<3<34|6339764L|GdxycwhpyPegp925|265068525112850|EX 19 80 02 A
mokheti|Male|Surviving Civil Partner|6a_k@1-nlYmdc2170--7.-8--q-S.l.-3-GU.VPjvCe|Thailand|1(613)1016299|746 65 3084|H<GX2<5AM0JCM6349372H5714582<0<L<YW7L<<S7L88|-6996678G|54XcdzpdfFjidWmk5o3|269030255204485|ZP 12 46 59
nyomi|Male|Divorced|9_N@fEyBN-I-.cP|Guinea Ecuatorial|+1185 /206- 6710|589 48 3909|O95<<98<65HAU3578444I8161029<47<E70OX0Q9<853|7088187M|KpkhdccltKnnp647|219019147810627|KS 30 05 42 C
sujuan|F|Married|P9R@e.a-Ba8Q.-7uN-CkJA.iu|Jemen|719. 919- 2265X2|772 68 5055|Y<<O<Y<US9PXV5437159O5616701<V64<1<<<<7<<<14|X 8480597-T|77MqraefhHvuvKdk1t0|205091873008625|RR 83 84 70 B
faiyaz|Male|Widowed|9Qc_w__J@[0.399.44.3]|North Korea|123/ 3176422EXT6|000 49 2588|<F3<<<5649UAE2482894G03266883DGYZ<7<5<<<<I31|-7919403-F|ObuptdehkPqkl232|118104798927128|TP 34 99 25 D
kondrati|F|Divorced|"e"@[203.7.4.6]|Jersey|051  128  3376|189 03 5550|<J<<<2<<43ZBD1335102W442998179<<<3<2<7<0C<12|X 5290266H|YdzletwozOeks648|291122149072016|NA 73 39 23 D
vasko|M|Married|_@-Lvf9.qKC|Оман|(378) 266  9441|197 83 6610|GT<OTT<9I7BKN7610298E28053935<R776T<<N546888|5803848K|42GaahsbtVxatHmn1g1|217100411134305|TJ 87 88 30 C
jiménez|F|Separated|Jp@[3.2.4.2]|Îles Cook|+1(695)1360532|772 76 4732|5<V0<Y42<2ZED0983719G8010603J<<A<H<V99<9FF11| 3432102D|TukwrdgcjJndh017|203029246539627|EN 02 51 79
nasera|M|Civil Partner|RV3@S.V.db|Austria|755 - 568/5258x5|772 55 7045|J<E<4<Y<77YLO5697623Q8709150H<<CS9<Y3HF4G449|1339641V|XboudrzlfTcrz399|839038486565796|CP 94 59 83 A
trose|Female|Divorced|Y@-.-VD--.t-O55.9yp.cZj|Bahamas|081950.9088 X.86|339 39 1015|<JV5<4<4<2ACK4229901W5180140JH1W<<I160<V1M42|X7977903X|JpiuckccfKmnh456|114107162556913|GM 38 62 24
iswarya|M|Widowed|"88dq.qDt.9"@G.-9Y.74.-H-u.zy|所罗门群岛|007  2469823|319 78 8830|<A<U<7<9<0YFX5224418G764856952<0I<<<1<<R7770| 5553124-E|8pdrxlIum505uqjqo|227120544244462|HE 08 61 36 D
gregor|F|Civil Partner|_.J8G_@-8u.Os|乌干达|564323 / 0515x01|770 51 3569|<<67P693<0BQY4739981U4845075B2W<V<J<<<6<4R21| 3934250K|FzmqhdmgeDwly735|266111571790815|RH 14 80 57
merle|M|Single|0@-wckZS-.6.--w54-23mTec969z.6n4UL----0ivcfWH.pWx|Bangladesh|0902146068eXt 24|374 68 1101|<S<<68<YI8TVV6381793X7988102<NQ929<34<<8I<50|X6379708-Z|2iosbqJqx461xjlrr|867129270705121|LE 83 30 95 B
senen|Male|Civil Partner|"N._AS"@B2B496-.-4I3.1.Fu|北塞浦路斯|(160). 602/4212|311 48 7207|E5HX<9<P<8NUG2874761U4766400FYRC<V3<7M<80A01| 3076967X|KjpazqdfcTzfu392|160001122859644|YB 53 97 89
theis|F|Married|lj.d@dR-nlD58.I--s.Vv-7.-1N-NKs1.OemZAf|as-Sūmāl|036  869 4128|706 67 4940|Q6<6B9EY<8XIO0648207J81054128B<<W<<<VK<Z<<28|4797584M|57GzjqVtTxsav1boJc|861102A71812705|OJ 20 84 20 A
asdin|Male|Widowed|y._O83v@[6.29.2.6]|波斯尼亚和黑塞哥维那|615625 6873|717 54 7451|8<Z<S<I<04JPI8629667R84713032CD<<OQ<B<EET<31|3055827S|TrxfucghfYhic416|806111622798681|AP 45 46 00 B
milca|Female|Widowed|"3._.1C_qz.Qa.k9cp_n"@DD-0.r.---.I2RS1.GL|São Tomé und Príncipe|(434)- 9910906X9|196 18 1886|PN<X83<Z14KPS6587214Q93345168HF8<1<6M50Q8<26| 1912277M|12FgwaHyZtkqa8alRu|788129395805517|GK 48 08 92 A
mora|M|Divorced|2_k_f.D@Y-.m1--a2hu5g.1-.-.Te|Polinesia Francesa|+1555181. 3183|771 22 8062|0S<V<<H949VZM4786952L1762965H5Q7<2Y<4<Y5W795|9575552 D|ZioreuxrpXjbs589|107060457017472|HE 29 87 15 C
contributed|F|Surviving Civil Partner|6@5.-81fW8gNCm-3.p.K--O--X1R-0.trukb|Vírgenes de los Estados Unidos, Islas|021- 574.6007X.1|170 22 4577|O<<<<99R64OLK3943622V85261252<G<F9W1Q08W4<28|X-1938276L|VlphjaeduQzva266|152120304938424|KC 60 89 22
armauer|Female|Civil Partner|3@-xv3g.EV|阿塞拜疆|165-5679325|708 43 7873|<2<E79<<Y5TXV0299520D4365124<8IGQ36G23<<Q651|3712334X|FzvkwefabYfaa627|274119336067323|SK 41 81 52 C
gulshan|F|Civil Partner|LS_r0.5_f.G.b3X._@-.7---.6--.-8-wH4-.UKMH|Cap-Vert|+1-350 / 7375050|772 88 8200|7UDA<2Q632DDA3233481D394067118<<3S<N<S<96P23| 6290229B|YhitgzsppEkvf315|728100955917667|AP 61 69 23 C
frode|Female|Separated|"Y_.cf.5.g_WwP__k.j__"@6--.f33.2l6.-.ibyEHm|Kirgisistan|+1.(730).7667179|770 76 5260|<6<E<A4<T7CNQ7208258M0508841Q3<V955<<I<OTR82|1635466-H|9nketaZat192rrlnf|798102659223378|EC 63 60 50 C
eki|Male|Single|_11.6@k.0.c---f-3.5Z-n0.PedrJs|British Virgin Islands|1 8469433155eXt5|760 62 6745|3<<5<U<1<1XUU5202453U1506772<FK<N0<7<<7Q4438|-8828325A|ZxucszchnSavl310|241084057318531|OM 15 96 07 B
pop|M|Married|IbnNE_X9@-06-.03b.0u45p.xf|Малайзия|(333)  4456926|398 39 9858|23RND<<8I2EWA8393478R119840797B<<R<24<<55185| 4215209-W|RpxdbypgfRhcc705|883079576946503|PH 28 59 43
odiel|Female|Separated|3__H.IA._@o8.I.95btu0-.7E.oAKJ|宏都拉斯|2940240567X. 013|430 63 9607|S<1<G47G91FDC8030368T6030275<B<40<<Z0W9<9<16|-5935462M|HtauqhadkJegt499|771019717086123|HG 53 65 07 C
timoshenko|M|Divorced|9_t@[2.5.0.300]|Comoros|+1926724- 3414 |393 85 2376|<<L681H752JRH9972138U0444228NQ<V<<K<<Q<T2<80|-2807488T|54AryeLrFeaxh1qdMf|224121806869164|EE 74 89 27 B
joba|M|Widowed|n.3_.58hzUa.2_A.1_nG_a2s@CbfSM-II-E.q6e.--8-Kv2-y.z.ujtz|东帝汶|+1 (076)9972600 |276 98 2405|W90<27K<<1CGW8826871Z4396931<L<823<KBQCY2C98|7696162K|TmzroksakSdsb813|852002B26030997|CT 40 73 22 A
